:ID,taskDate,taskName,:LABEL
tk3880,August 25th,group review of JCDL abstract outline,Task
tk3882,tomorrow,compile annotated checklist of UKRI documentation,Task
tk3883,either August 17th late afternoon IST or August 18th morning IST,advise preferred time for quick meeting,Task
tk3885,,provide input on context expansion section,Task
tk3886,,flag institutional requirements or constraints that may impact deliverables,Task
tk3888,,Methods/Novelty section drafting,Task
tk3890,,grant proposal for UKRI/DST-India calls,Task
tk3891,,annotated UKRI checklist,Task
tk3892,,DST requirements,Task
tk3893,August 18th,refine the novelty/impact sub-section,Task
tk3895,,pilot evaluation tools in UKRI/DST-India calls,Task
tk3897,August 19th,group check-in,Task
tk3898,mid-day August 19th,add inline comments or propose revisions in the shared document,Task
tk3899,August 25th,consolidate and circulate the penultimate version for group review,Task
tk3901,,foreground methodological generalizability via multilingual corpus diversity,Task
tk3903,,emphasize cross-disciplinary contribution to both the JCDL submission and the concurrent grant proposal,Task
tk3904,,compile integration notes asynchronously,Task
tk3905,this evening,finalize the datasets table,Task
tk3906,21 August,complete all in-line edits and finalize respective sections,Task
tk3907,end of that week,submit to JCDL 2023,Task
tk3908,,tailor parallel JOCCH submission,Task
tk3909,,update the datasets table and clarify the multilingual scope,Task
tk3911,,Context Reconstruction,Task
tk3912,,bridging comments between the “Context Reconstruction” and “Evaluation/Metrics” segments,Task
tk3913,morning of 25 August,consolidate the abstract and circulate a final review version,Task
tk3914,,revise the conclusion to reference cross-disciplinary contribution,Task
tk3915,,foreground simultaneous utility for the UKRI and DST-India grant objectives,Task
tk3918,21 August,in-line edits,Task
tk3919,25 August,full review,Task
tk3922,,temporal context reconstruction,Task
tk3925,,dataset construction,Task
tk3928,2025-08-24,consolidate and circulate the final version,Task
tk3930,2023-08-24,approvals of the final version,Task
tk3931,2023-08-25,official submission to JCDL 2023,Task
tk3932,,EasyChair upload process,Task
tk3934,,inclusion of additional annotation metric details,Task
tk3936,2023,preparing the camera-ready version,Task
tk3938,2021-03-10,notification of acceptance or requests for minor revision,Task
tk3939,2021-05-06,camera-ready abstract and updated supplementary materials submission,Task
tk3942,2021-05-06,prepare the camera-ready version,Task
tk3943,,condense the Related Work section,Task
tk3944,,draft a new sub-paragraph for the conclusion on methods’ applicability to digital humanities tools,Task
tk3947,2021-11-25,review the detailed reviewer feedback and share comments or further suggestions,Task
tk3950,early December,Zoom meeting scheduling,Task
tk3951,2025-11-20,circulating revised Related Work draft,Task
tk3953,,tool development for large-scale archival digitization projects,Task
tk3955,,research in sociolinguistics,Task
tk3956,,cross-lingual literary analysis,Task
tk3957,,digital curation,Task
tk3958,November 19,drafting sub-paragraph on downstream digital humanities applications,Task
tk3960,2023-11-20,submit the revised Related Work section,Task
tk3964,20 November,streamlined Related Work section,Task
tk3966,21 November,indicate availability for meeting,Task
tk3970,,draft new conclusion paragraph,Task
tk3971,,clarify LaTeX template Broader Impacts requirement,Task
tk3973,,provide collaborative feedback on revised section and digital humanities draft,Task
tk3975,,digital humanities examples as capstone in conclusion,Task
tk3978,,curation of interactive digital exhibits,Task
tk3979,,research in cultural analytics,Task
tk3980,,informing public scholarship platforms,Task
tk3982,2025-11-28,lock manuscript content,Task
tk3983,2025-11-28,resolve all final comments or tracked changes in the shared document,Task
tk3985,,insert a LaTeX comment noting the reviewers’ preferences in the Broader Impacts subsection,Task
tk3988,2025-12-04,live Zoom review meeting,Task
tk3990,2025-11-25,"provide further textual suggestions, new references, or unresolved concerns",Task
tk3992,,make comments on points that need clarification around digital tool integrations,Task
tk3993,28 November,lock content,Task
tk3994,,double-check the “Related Work” cross-references,Task
tk3995,,compile annotation pipeline flowchart,Task
tk3996,before Friday,annotate further suggestions regarding broader deployment scenarios,Task
tk3997,4 December,live Zoom review,Task
tk3999,,upload supplementary appendix visuals to shared folder,Task
tk4000,,finalize compliance metadata fields,Task
tk4001,2023-11-28,lock the document,Task
tk4003,,portal demo,Task
tk4006,2023-12-06,post-submission technical updates or versioning requests,Task
tk4011,,next research steps,Task
tk4012,,assign roles for monitoring the JCDL submission status and responding to technical issues,Task
tk4013,,JCDL 2023 submission review and coordination meeting,Task
tk4015,,review the filled author contributions and updated dataset licensing info in the shared Google Sheet prior to the meeting,Task
tk4016,,confirm which team member will act as point of contact on the JCDL portal for any last-minute communication,Task
tk4017,,,Task
tk4018,,,Task
tk4019,December 6,JCDL portal point-of-contact,Task
tk4020,,notify the group if organizers request revisions or technical adjustments,Task
tk4021,,initiate preprint submission to arXiv after JCDL compliance confirmation,Task
tk4022,,draft a brief announcement for departmental and project partner lists,Task
tk4023,,broaden cross-lingual alignment to South Asian historical corpora,Task
tk4024,early 2023,discuss possible interactive demo publications,Task
tk4025,,continue drafting outlines for extension proposals,Task
tk4026,December 7,review and suggest amendments to minutes,Task
tk4027,2022-12-06,updates or correction requests,Task
tk4028,,draft the arXiv preprint version,Task
tk4030,,upload updated files through the JCDL portal,Task
tk4032,2021-06-25,submit camera-ready version and address reviewers’ minor revision requests,Task
tk4033,2021-02-23,draft clarifying paragraphs on corpus selection strategy and annotation reliability measures for low-resource languages,Task
tk4034,,"source and summarize one recent, highly-cited publication on interoperability frameworks and add to related work section",Task
tk4036,,review registration status and compile a checklist for conference logistics,Task
tk4037,2021-03-10,complete all substantial revisions,Task
tk4038,,clarifications in Section 4.4 regarding low-resource languages,Task
tk4039,,analyze corpus sampling and annotation reliability,Task
tk4040,2023-02-23,circulate a draft of expanded paragraphs,Task
tk4041,,coordinate on the technical integration of the new interoperability reference,Task
tk4044,,contextualize low-resource language selection,Task
tk4045,,share QA statistics,Task
tk4048,2026-02-24,summarize relevance and integration points of the archival interoperability frameworks reference in the shared document,Task
tk4049,,coordinate reference list alignment with finalized appendix caption formatting,Task
tk4052,,provide literature access or formatting support,Task
tk4053,2024-03-15,camera-ready revisions,Task
tk4054,2024-02-25,indicate feasible times in Doodle poll,Task
tk4055,2024-02-23,share draft for Section 4.4 clarifications,Task
tk4056,2024-02-24,add the interoperability reference with rationale,Task
tk4058,,upload assigned materials to the “JCDL_CameraReady2023” shared folder before the meeting,Task
tk4059,,add reference and summary on archival interoperability frameworks to the shared “JCDL_CameraReady2023” document,Task
tk4060,,"evaluation of cross-repository metadata harmonization, persistent identifier strategies, and relevance for scaling semantic drift detection with multilingual datasets",Task
tk4062,,draft for Section 4.4,Task
tk4063,2023-03,March review meeting,Task
tk4064,2023-03,finish all major drafting,Task
tk4071,,Authorship and Acknowledgements Review,Task
tk4073,2021-03-05,personal review of the current draft and appendix,Task
tk4076,2021-03-10,complete registration status,Task
tk4078,2021-03-10,final proofread,Task
tk4079,2021-03-12,assemble and upload camera-ready materials,Task
tk4082,2023-03-12,camera-ready packaging and upload to the JCDL 2023 portal,Task
tk4083,,ensure individual conference registration status is up to date,Task
tk4084,2023-03-10,confirm receipt of this message and indicate any urgent issues,Task
tk4085,,core submission phase,Task
tk4086,2023-05-15,proceedings publication,Task
tk4087,2021-07-03,author registration,Task
tk4088,2021-07-01,Metadata accuracy confirmation,Task
tk4089,2023-04-25,Author notification of session schedule,Task
tk4090,2023-03-22,metadata verification,Task
